"","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"6558",127801,"Patrick Rafael Wackstrm","Male",21,185,76,"Finland","FIN","1980 Summer",1980,"Summer","Moskva","Cycling","Cycling Men's 100 kilometres Team Time Trial","None"
"6559",127801,"Patrick Rafael Wackstrm","Male",25,185,76,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Cycling","Cycling Men's Road Race, Individual","None"
"6560",127801,"Patrick Rafael Wackstrm","Male",25,185,76,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Cycling","Cycling Men's 100 kilometres Team Time Trial","None"
"6561",127802,"Sixten Konstantin Wackstrm","Male",19,180,76,"Finland","FIN","1980 Summer",1980,"Summer","Moskva","Cycling","Cycling Men's Road Race, Individual","None"
"6562",127802,"Sixten Konstantin Wackstrm","Male",19,180,76,"Finland","FIN","1980 Summer",1980,"Summer","Moskva","Cycling","Cycling Men's 100 kilometres Team Time Trial","None"
"6563",127802,"Sixten Konstantin Wackstrm","Male",19,180,76,"Finland","FIN","1980 Summer",1980,"Summer","Moskva","Cycling","Cycling Men's Individual Pursuit, 4,000 metres","None"
"6564",127802,"Sixten Konstantin Wackstrm","Male",23,180,76,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Cycling","Cycling Men's 100 kilometres Team Time Trial","None"
"6565",127802,"Sixten Konstantin Wackstrm","Male",23,180,76,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Cycling","Cycling Men's Individual Pursuit, 4,000 metres","None"
"6566",127803,"Akihito Wada","Male",21,172,65,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Hockey","Hockey Men's Hockey","None"
"6567",127804,"Eiko Wada","Female",17,166,62,"Japan","JPN","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Women's 400 metres Freestyle","None"
"6568",127804,"Eiko Wada","Female",17,166,62,"Japan","JPN","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None"
"6569",127804,"Eiko Wada","Female",21,166,62,"Japan","JPN","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 400 metres Freestyle","None"
"6570",127804,"Eiko Wada","Female",21,166,62,"Japan","JPN","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None"
"6571",127805,"Kazuhiro Wada","Male",32,182,90,"Japan","JPN","2004 Summer",2004,"Summer","Athina","Baseball","Baseball Men's Baseball","Bronze"
"6572",127806,"Kikuo Wada","Male",21,169,68,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Wrestling","Wrestling Men's Lightweight, Freestyle","Silver"
"6573",127807,"Koichi Wada","Male",20,175,70,"Japan","JPN","1936 Summer",1936,"Summer","Berlin","Water Polo","Water Polo Men's Water Polo","None"
"6574",127808,"Shoko Wada","Female",24,167,69,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Handball","Handball Women's Handball","None"
"6575",127809,"Takahiro Wada","Male",24,175,69,"Japan","JPN","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Featherweight, Freestyle","None"
"6576",127809,"Takahiro Wada","Male",28,175,69,"Japan","JPN","2000 Summer",2000,"Summer","Sydney","Wrestling","Wrestling Men's Welterweight, Freestyle","None"
"6577",127810,"Tsuyoshi Wada","Male",23,179,77,"Japan","JPN","2004 Summer",2004,"Summer","Athina","Baseball","Baseball Men's Baseball","Bronze"
"6578",127810,"Tsuyoshi Wada","Male",27,179,77,"Japan","JPN","2008 Summer",2008,"Summer","Beijing","Baseball","Baseball Men's Baseball","None"
"6579",127811,"Satomi Wadami","Female",21,167,64,"Japan","JPN","2008 Summer",2008,"Summer","Beijing","Cycling","Cycling Women's Points Race","None"
"6580",127812,"Jan Wadas","Male",24,164,58,"Poland","POL","1968 Summer",1968,"Summer","Mexico City","Boxing","Boxing Men's Featherweight","None"
"6581",127813,"Angus James Waddell","Male",27,175,70,"Australia","AUS","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 50 metres Freestyle","None"
"6582",127814,"Robert Norman ""Rob"" Waddell","Male",21,200,103,"New Zealand","NZL","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing Men's Single Sculls","None"
"6583",127814,"Robert Norman ""Rob"" Waddell","Male",25,200,103,"New Zealand","NZL","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing Men's Single Sculls","Gold"
"6584",127814,"Robert Norman ""Rob"" Waddell","Male",33,200,103,"New Zealand","NZL","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing Men's Double Sculls","None"
"6585",127815,"Sonia Carol Waddell (Scown-)","Female",27,176,66,"New Zealand","NZL","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing Women's Single Sculls","None"
"6586",127815,"Sonia Carol Waddell (Scown-)","Female",31,176,66,"New Zealand","NZL","2004 Summer",2004,"Summer","Athina","Rowing","Rowing Women's Single Sculls","None"
"6587",127816,"Thomas ""Tom"" Waddell (Flubacher-)","Male",30,187,82,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Decathlon","None"
"6588",127817,"Yvan Waddell","Male",24,193,82,"Canada","CAN","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Men's Road Race, Individual","None"
"6589",127817,"Yvan Waddell","Male",24,193,82,"Canada","CAN","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Men's 100 kilometres Team Time Trial","None"
"6590",127817,"Yvan Waddell","Male",28,193,82,"Canada","CAN","1992 Summer",1992,"Summer","Barcelona","Cycling","Cycling Men's 100 kilometres Team Time Trial","None"
"6591",127818,"Roland Peter Waddington","Male",23,188,82,"Australia","AUS","1960 Summer",1960,"Summer","Roma","Rowing","Rowing Men's Coxed Fours","None"
"6592",127819,"El Hadji Babacar Wade","Male",25,180,75,"Senegal","SEN","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Men's Windsurfer","None"
"6593",127820,"Barclay John Wade","Male",20,180,83,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Rowing","Rowing Men's Double Sculls","None"
"6594",127821,"Emma Wade","Female",19,175,64,"Belize","BIZ","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 100 metres","None"
"6595",127821,"Emma Wade","Female",23,175,64,"Belize","BIZ","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 200 metres","None"
"6596",127822,"Peter Gary Wade","Male",22,188,80,"South Africa","RSA","1992 Summer",1992,"Summer","Barcelona","Canoeing","Canoeing Men's Kayak Singles, Slalom","None"
"6597",127823,"Harry Arthur Wade","Male",24,175,70,"Canada","CAN","1952 Summer",1952,"Summer","Helsinki","Basketball","Basketball Men's Basketball","None"
"6598",127824,"Ibrahima Wade","Male",32,193,82,"France","FRA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 400 metres","None"
"6599",127824,"Ibrahima Wade","Male",32,193,82,"France","FRA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","None"
"6600",127824,"Ibrahima Wade","Male",35,193,82,"France","FRA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 400 metres Relay","None"
"6601",127825,"Festus John Wade, III","Male",19,175,70,"United States","USA","1948 Summer",1948,"Summer","London","Rowing","Rowing Men's Coxless Pairs","None"
"6602",127826,"Kirsty Margaret Wade (McDermott-)","Female",26,169,56,"Great Britain","GBR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 800 metres","None"
"6603",127826,"Kirsty Margaret Wade (McDermott-)","Female",26,169,56,"Great Britain","GBR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 1,500 metres","None"
"6604",127826,"Kirsty Margaret Wade (McDermott-)","Female",29,169,56,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 1,500 metres","None"
"6605",127827,"Lamine Wade","Male",32,170,70,"Senegal","SEN","1976 Summer",1976,"Summer","Montreal","Judo","Judo Men's Half-Middleweight","None"
"6606",127828,"Leslie Paul ""Les"" Wade","Male",25,175,70,"Canada","CAN","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 1,500 metres","None"
"6607",127829,"Mor Wade","Male",35,175,70,"Senegal","SEN","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Super-Heavyweight, Freestyle","None"
"6608",127830,"Paul Wade","Male",26,183,72,"Australia","AUS","1988 Summer",1988,"Summer","Seoul","Football","Football Men's Football","None"
"6609",127831,"Sean Patrick Wade","Male",30,175,63,"New Zealand","NZL","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Marathon","None"
"6610",127832,"Toms Ricardo Wade y Kehoe","Male",25,175,70,"Argentina","ARG","1948 Summer",1948,"Summer","London","Hockey","Hockey Men's Hockey","None"
"6611",127833,"Dwyane Tyrone Wade, Jr.","Male",22,193,96,"United States","USA","2004 Summer",2004,"Summer","Athina","Basketball","Basketball Men's Basketball","Bronze"
"6612",127833,"Dwyane Tyrone Wade, Jr.","Male",26,193,96,"United States","USA","2008 Summer",2008,"Summer","Beijing","Basketball","Basketball Men's Basketball","Gold"
"6613",127834,"Jenaya Wade-Fray","Female",23,175,64,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Basketball","Basketball Women's Basketball","None"
"6614",127835,"Clynton Wade Wade-Lehman","Male",24,180,81,"South Africa","RSA","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing Mixed Three Person Keelboat","None"
"6615",127836,"Piotr Wadecki","Male",27,178,70,"Poland","POL","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling Men's Road Race, Individual","None"
"6616",127836,"Piotr Wadecki","Male",27,178,70,"Poland","POL","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling Men's Individual Time Trial","None"
"6617",127837,"Olive Louise Wadham (Joynes-)","Female",27,175,70,"Great Britain","GBR","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Women's 100 metres Freestyle","None"
"6618",127837,"Olive Louise Wadham (Joynes-)","Female",27,175,70,"Great Britain","GBR","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None"
"6619",127838,"Tim Wadlow","Male",30,188,75,"United States","USA","2004 Summer",2004,"Summer","Athina","Sailing","Sailing Mixed Skiff","None"
"6620",127838,"Tim Wadlow","Male",34,188,75,"United States","USA","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing Mixed Skiff","None"
"6621",127839,"Torsten Gerry Wadman","Male",24,179,72,"Sweden","SWE","1972 Winter",1972,"Winter","Sapporo","Biathlon","Biathlon Men's 20 kilometres","None"
"6622",127839,"Torsten Gerry Wadman","Male",24,179,72,"Sweden","SWE","1972 Winter",1972,"Winter","Sapporo","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","None"
"6623",127839,"Torsten Gerry Wadman","Male",28,179,72,"Sweden","SWE","1976 Winter",1976,"Winter","Innsbruck","Biathlon","Biathlon Men's 20 kilometres","None"
"6624",127839,"Torsten Gerry Wadman","Male",28,179,72,"Sweden","SWE","1976 Winter",1976,"Winter","Innsbruck","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","None"
"6625",127840,"Khalil Wadoou","Male",25,175,70,"Iraq","IRQ","1948 Summer",1948,"Summer","London","Basketball","Basketball Men's Basketball","None"
"6626",127841,"Jean Wadoux","Male",22,180,60,"France","FRA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 1,500 metres","None"
"6627",127841,"Jean Wadoux","Male",26,180,60,"France","FRA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 5,000 metres","None"
"6628",127842,"Justin Wadsworth","Male",25,185,79,"United States","USA","1994 Winter",1994,"Winter","Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","None"
"6629",127842,"Justin Wadsworth","Male",29,185,79,"United States","USA","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing Men's 10 kilometres","None"
"6630",127842,"Justin Wadsworth","Male",29,185,79,"United States","USA","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres","None"
"6631",127842,"Justin Wadsworth","Male",29,185,79,"United States","USA","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing Men's 10/15 kilometres Pursuit","None"
"6632",127842,"Justin Wadsworth","Male",29,185,79,"United States","USA","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","None"
"6633",127842,"Justin Wadsworth","Male",33,185,79,"United States","USA","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres","None"
"6634",127842,"Justin Wadsworth","Male",33,185,79,"United States","USA","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","None"
"6635",127842,"Justin Wadsworth","Male",33,185,79,"United States","USA","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 10/10 kilometres Pursuit","None"
"6636",127842,"Justin Wadsworth","Male",33,185,79,"United States","USA","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","None"
"6637",127843,"William Ridout Wadsworth","Male",28,175,70,"Toronto Argonauts","CAN","1904 Summer",1904,"Summer","St. Louis","Rowing","Rowing Men's Coxed Eights","Silver"
"6638",127844,"Brenda Wadworth (-Lea, -Baily)","Female",22,175,70,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Archery","Archery Women's Double National Round","None"
"6639",127845,"Jessie Ellen Wadworth (Brown-)","Female",25,175,70,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Archery","Archery Women's Double National Round","None"
"6640",127846,"Philipp Waeffler","Male",24,183,70,"Switzerland","SUI","1996 Summer",1996,"Summer","Atlanta","Modern Pentathlon","Modern Pentathlon Men's Individual","None"
"6641",127847,"Marlies Waelzer (-Kamleitner)","Female",26,168,60,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Handball","Handball Women's Handball","None"
"6642",127848,"Laura Waem","Female",18,160,54,"Belgium","BEL","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Team All-Around","None"
"6643",127848,"Laura Waem","Female",18,160,54,"Belgium","BEL","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Floor Exercise","None"
"6644",127848,"Laura Waem","Female",18,160,54,"Belgium","BEL","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Uneven Bars","None"
"6645",127848,"Laura Waem","Female",18,160,54,"Belgium","BEL","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Balance Beam","None"
"6646",127849,"Dan John Rune Waern","Male",23,182,66,"Sweden","SWE","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 1,500 metres","None"
"6647",127849,"Dan John Rune Waern","Male",27,182,66,"Sweden","SWE","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 1,500 metres","None"
"6648",127850,"Jean-Pierre Thierry mile Wafflard","Male",23,182,82,"Belgium","BEL","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Middleweight, Greco-Roman","None"
"6649",127850,"Jean-Pierre Thierry mile Wafflard","Male",27,182,82,"Belgium","BEL","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Middleweight, Greco-Roman","None"
"6650",127851,"Mary Wagaki","Female",30,175,70,"Kenya","KEN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's Marathon","None"
"6651",127852,"Roy Charles Wagelein","Male",24,183,83,"United States-2","USA","1968 Winter",1968,"Winter","Grenoble","Figure Skating","Figure Skating Mixed Pairs","None"
"6652",127853,"Werner Wgelin","Male",22,175,70,"Switzerland","SUI","1936 Summer",1936,"Summer","Berlin","Cycling","Cycling Men's Sprint","None"
"6653",127853,"Werner Wgelin","Male",22,175,70,"Switzerland","SUI","1936 Summer",1936,"Summer","Berlin","Cycling","Cycling Men's Team Pursuit, 4,000 metres","None"
"6654",127854,"Georges Wagemans","Male",25,175,70,"Belgium","BEL","1920 Summer",1920,"Summer","Antwerpen","Figure Skating","Figure Skating Mixed Pairs","None"
"6655",127854,"Georges Wagemans","Male",25,175,70,"Belgium","BEL","1924 Winter",1924,"Winter","Chamonix","Figure Skating","Figure Skating Mixed Pairs","None"
"6656",127855,"Julianus Wagemans","Male",29,175,70,"Belgium","BEL","1920 Summer",1920,"Summer","Antwerpen","Gymnastics","Gymnastics Men's Individual All-Around","None"
"6657",127855,"Julianus Wagemans","Male",29,175,70,"Belgium","BEL","1920 Summer",1920,"Summer","Antwerpen","Gymnastics","Gymnastics Men's Team All-Around","Silver"
"6658",127856,"Jan Wagenaar","Male",27,183,78,"Netherlands","NED","1992 Summer",1992,"Summer","Barcelona","Water Polo","Water Polo Men's Water Polo","None"
"6659",127857,"Hans Wagener","Male",29,180,65,"Netherlands","NED","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","None"
"6660",127858,"Detlef Wagenknecht","Male",21,193,74,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 800 metres","None"
"6661",127859,"Carlos E. Wagenpfeil","Male",27,191,83,"Argentina","ARG","1984 Summer",1984,"Summer","Los Angeles","Volleyball","Volleyball Men's Volleyball","None"
"6662",127860,"Elfriede Wger","Female",21,169,60,"Austria","AUT","1968 Winter",1968,"Winter","Grenoble","Luge","Luge Women's Singles","None"
"6663",127861,"Roman Wger","Male",24,179,88,"Switzerland","SUI","1988 Winter",1988,"Winter","Calgary","Ice Hockey","Ice Hockey Men's Ice Hockey","None"
"6664",127862,"Lynette Ann Wagg (-Done)","Female",25,164,54,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Canoeing","Canoeing Women's Kayak Doubles, 500 metres","None"
"6665",127863,"Todd Eric Waggoner","Male",22,178,73,"United States-2","USA","1988 Winter",1988,"Winter","Calgary","Figure Skating","Figure Skating Mixed Pairs","None"
"6666",127864,"Frances Muriel T. Waghorn (-Robinson)","Female",17,167,56,"Great Britain","GBR","1968 Winter",1968,"Winter","Grenoble","Figure Skating","Figure Skating Women's Singles","None"
"6667",127865,"Karim Wagih Mustafa Mahir Ahmad","Male",31,181,85,"Egypt","EGY","2012 Summer",2012,"Summer","London","Shooting","Shooting Men's Air Pistol, 10 metres","None"
"6668",127866,"Tellef Kristian ""Tell"" Wagle","Male",36,175,70,"Irene","NOR","1920 Summer",1920,"Summer","Antwerpen","Sailing","Sailing Mixed 8 metres","Gold"
"6669",127867,"Christian Wgli","Male",25,184,70,"Switzerland","SUI","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 800 metres","None"
"6670",127867,"Christian Wgli","Male",25,184,70,"Switzerland","SUI","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 4 x 400 metres Relay","None"
"6671",127868,"Abdoulaye Wagne","Male",23,186,77,"Senegal","SEN","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 800 metres","None"
"6672",127868,"Abdoulaye Wagne","Male",27,186,77,"Senegal","SEN","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 800 metres","None"
"6673",127869,"Adolf Wagner von der Mhl","Male",44,175,70,"Austria","AUT","1928 Summer",1928,"Summer","Amsterdam","Art Competitions","Art Competitions Mixed Sculpturing, Statues","None"
"6674",127869,"Adolf Wagner von der Mhl","Male",44,175,70,"Austria","AUT","1928 Summer",1928,"Summer","Amsterdam","Art Competitions","Art Competitions Mixed Sculpturing, Statues","None"
"6675",127869,"Adolf Wagner von der Mhl","Male",44,175,70,"Austria","AUT","1928 Summer",1928,"Summer","Amsterdam","Art Competitions","Art Competitions Mixed Sculpturing, Statues","None"
"6676",127870,"Adolf Wagner","Male",25,175,74,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Weightlifting","Weightlifting Men's Middleweight","Bronze"
"6677",127871,"Allison Marie Wagner","Female",18,167,53,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Individual Medley","None"
"6678",127871,"Allison Marie Wagner","Female",18,167,53,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 400 metres Individual Medley","Silver"
"6679",127872,"Alwin Josef Wagner","Male",33,196,122,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Discus Throw","None"
"6680",127873,"Alyson Kay ""Aly"" Wagner (-Eyre)","Female",24,165,59,"United States","USA","2004 Summer",2004,"Summer","Athina","Football","Football Women's Football","Gold"
"6681",127873,"Alyson Kay ""Aly"" Wagner (-Eyre)","Female",27,165,59,"United States","USA","2008 Summer",2008,"Summer","Beijing","Football","Football Women's Football","Gold"
"6682",127874,"Ashley Elisabeth Wagner","Female",22,160,52,"United States","USA","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating Women's Singles","None"
"6683",127874,"Ashley Elisabeth Wagner","Female",22,160,52,"United States","USA","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating Mixed Team","Bronze"
"6684",127875,"Barbara Aileen Wagner (-Grogan, -Hofman)","Female",17,175,70,"Canada-2","CAN","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Figure Skating","Figure Skating Mixed Pairs","None"
"6685",127875,"Barbara Aileen Wagner (-Grogan, -Hofman)","Female",21,175,70,"Canada-1","CAN","1960 Winter",1960,"Winter","Squaw Valley","Figure Skating","Figure Skating Mixed Pairs","Gold"
"6686",127876,"Benedikt Wagner","Male",22,191,90,"Germany","GER","2012 Summer",2012,"Summer","London","Fencing","Fencing Men's Sabre, Individual","None"
"6687",127876,"Benedikt Wagner","Male",22,191,90,"Germany","GER","2012 Summer",2012,"Summer","London","Fencing","Fencing Men's Sabre, Team","None"
"6688",127877,"Auguste ""Bib"" Wagner","Male",34,175,70,"Luxembourg-2","LUX","1936 Winter",1936,"Winter","Garmisch-Partenkirchen","Bobsleigh","Bobsleigh Men's Two","None"
"6689",127878,"Birgit Wagner (-Peter)","Female",23,172,70,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Handball","Handball Women's Handball","None"
"6690",127879,"Brigitte Wagner","Female",20,157,53,"Germany","GER","2004 Summer",2004,"Summer","Athina","Wrestling","Wrestling Women's Flyweight, Freestyle","None"
"6691",127880,"Camille Wagner","Male",27,182,82,"Luxembourg","LUX","1952 Summer",1952,"Summer","Helsinki","Football","Football Men's Football","None"
"6692",127881,"Constant Wagner","Male",51,175,70,"Luxembourg","LUX","1992 Summer",1992,"Summer","Barcelona","Shooting","Shooting Men's Air Pistol, 10 metres","None"
"6693",127882,"Eckart Johannes Wagner","Male",22,174,85,"Bellatrix IX","GER","1960 Summer",1960,"Summer","Roma","Sailing","Sailing Mixed Two Person Keelboat","None"
"6694",127882,"Eckart Johannes Wagner","Male",26,174,85,"Subbnboana","GER","1964 Summer",1964,"Summer","Tokyo","Sailing","Sailing Mixed 5.5 metres","None"
"6695",127882,"Eckart Johannes Wagner","Male",30,174,85,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Sailing","Sailing Mixed Two Person Keelboat","None"
"6696",127883,"Fidel Wagner","Male",23,175,70,"Germany","GER","1936 Winter",1936,"Winter","Garmisch-Partenkirchen","Nordic Combined","Nordic Combined Men's Individual","None"
"6697",127884,"Franois Wagner","Male",21,175,70,"Luxembourg","LUX","1912 Summer",1912,"Summer","Stockholm","Gymnastics","Gymnastics Men's Team All-Around","None"
"6698",127884,"Franois Wagner","Male",21,175,70,"Luxembourg","LUX","1912 Summer",1912,"Summer","Stockholm","Gymnastics","Gymnastics Men's Team All-Around, Free System","None"
"6699",127885,"Guillermo Wagner","Male",21,190,82,"Mexico","MEX","1960 Summer",1960,"Summer","Roma","Basketball","Basketball Men's Basketball","None"
"6700",127886,"Hans Wagner","Male",33,175,70,"Austria","AUT","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Ice Hockey","Ice Hockey Men's Ice Hockey","None"
"6701",127887,"Hans Wagner","Male",30,176,80,"West Germany-1","FRG","1980 Winter",1980,"Winter","Lake Placid","Bobsleigh","Bobsleigh Men's Four","None"
"6702",127888,"Helga Wagner","Female",16,174,52,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 400 metres Freestyle","None"
"6703",127888,"Helga Wagner","Female",16,174,52,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 800 metres Freestyle","None"
"6704",127889,"Helmut Wagner","Male",23,185,85,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","None"
"6705",127890,"Hubert Aleksander Jerzy Wagner","Male",27,183,88,"Poland","POL","1968 Summer",1968,"Summer","Mexico City","Volleyball","Volleyball Men's Volleyball","None"
"6706",127891,"Jean Wagner","Male",30,185,95,"Luxembourg","LUX","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Shot Put","None"
"6707",127891,"Jean Wagner","Male",30,185,95,"Luxembourg","LUX","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Discus Throw","None"
"6708",127892,"Josef Wagner","Male",26,175,70,"Austria","AUT","1912 Summer",1912,"Summer","Stockholm","Water Polo","Water Polo Men's Water Polo","None"
"6709",127893,"Jzsef Wgner","Male",31,163,63,"Hungary","HUN","1992 Summer",1992,"Summer","Barcelona","Judo","Judo Men's Extra-Lightweight","None"
"6710",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Tug-Of-War","Tug-Of-War Men's Tug-Of-War","Gold"
"6711",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Gymnastics","Gymnastics Men's Individual All-Around","None"
"6712",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 100 metres","None"
"6713",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Gymnastics","Gymnastics Men's Individual All-Around, 5 Events","None"
"6714",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Gymnastics","Gymnastics Men's Team All-Around","None"
"6715",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Long Jump","None"
"6716",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Standing Long Jump","None"
"6717",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Shot Put","None"
"6718",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Stone Throw","None"
"6719",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Discus Throw, Greek Style","None"
"6720",127894,"Bruno Julius Wagner","Male",23,185,82,"Germany","GER","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Pentathlon (Ancient)","None"
"6721",127894,"Bruno Julius Wagner","Male",25,185,82,"Switzerland","SUI","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Hammer Throw","None"
"6722",127894,"Bruno Julius Wagner","Male",29,185,82,"Switzerland","SUI","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Pentathlon","None"
